city,beds,baths,sq__ft,type,sale_date,price,latitude,longitude,city_bi,street_t
SACRAMENTO,2,2,1324,Residential,Mon May 19 00:00:00 EDT 2008,234500,38.48797,-121.530229,SACRAMENTO,DR
SACRAMENTO,4,3,1936,Residential,Mon May 19 00:00:00 EDT 2008,235000,38.462981,-121.408288,SACRAMENTO,CT
RANCHO CORDOVA,5,4,2382,Multi-Family,Mon May 19 00:00:00 EDT 2008,236000,38.603686,-121.277844,others,WAY
FOLSOM,3,2,1427,Residential,Mon May 19 00:00:00 EDT 2008,236073,38.679626,-121.142609,others,DR
SACRAMENTO,3,2,1678,Condo,Mon May 19 00:00:00 EDT 2008,238000,38.665296,-121.531993,SACRAMENTO,DR
GALT,4,2,1798,Residential,Mon May 19 00:00:00 EDT 2008,238861,38.277177,-121.303747,others,CT
ANTELOPE,4,3,2652,Residential,Mon May 19 00:00:00 EDT 2008,239700,38.725079,-121.387698,others,CT
SACRAMENTO,4,2,1816,Residential,Mon May 19 00:00:00 EDT 2008,240000,38.456939,-121.362965,SACRAMENTO,CT
SACRAMENTO,5,3,3076,Residential,Mon May 19 00:00:00 EDT 2008,240000,38.63437,-121.510779,SACRAMENTO,CIR
ELK GROVE,4,2,1844,Residential,Mon May 19 00:00:00 EDT 2008,241000,38.43461,-121.429316,others,WAY
SACRAMENTO,3,2,1306,Residential,Mon May 19 00:00:00 EDT 2008,245000,38.46179,-121.445371,SACRAMENTO,DR
SACRAMENTO,4,3,2447,Residential,Mon May 19 00:00:00 EDT 2008,246000,38.604969,-121.54255,SACRAMENTO,DR
SACRAMENTO,4,2,1176,Residential,Mon May 19 00:00:00 EDT 2008,247234,38.489215,-121.419546,SACRAMENTO,WAY
RIO LINDA,4,2,1182,Residential,Mon May 19 00:00:00 EDT 2008,247480,38.687021,-121.463151,others,WAY
RIO LINDA,3,1,1160,Residential,Mon May 19 00:00:00 EDT 2008,249862,38.683674,-121.435204,others,ST
SACRAMENTO,3,2,1424,Residential,Mon May 19 00:00:00 EDT 2008,251000,38.675506,-121.510987,SACRAMENTO,WAY
ORANGEVALE,4,2,1574,Residential,Mon May 19 00:00:00 EDT 2008,252155,38.691829,-121.249033,others,DR
ANTELOPE,3,2,1830,Residential,Mon May 19 00:00:00 EDT 2008,254172,38.710221,-121.341707,others,WAY
ELK GROVE,4,2,1724,Residential,Mon May 19 00:00:00 EDT 2008,258000,38.451353,-121.358776,others,DR
AUBURN,2,2,1255,Condo,Mon May 19 00:00:00 EDT 2008,260000,38.931671,-121.097862,others,CT
SACRAMENTO,4,3,2175,Residential,Mon May 19 00:00:00 EDT 2008,261000,38.676172,-121.509761,SACRAMENTO,CIR
SACRAMENTO,4,2,1904,Residential,Mon May 19 00:00:00 EDT 2008,261000,38.681194,-121.537351,SACRAMENTO,WAY
EL DORADO HILLS,4,2,1808,Residential,Mon May 19 00:00:00 EDT 2008,262500,38.664347,-121.076529,others,CT
RANCHO CORDOVA,4,2,2711,Residential,Mon May 19 00:00:00 EDT 2008,266000,38.551046,-121.239411,others,WAY
CARMICHAEL,3,1,1713,Residential,Mon May 19 00:00:00 EDT 2008,266000,38.671995,-121.324339,others,LN
ELK GROVE,3,2,1457,Residential,Mon May 19 00:00:00 EDT 2008,270000,38.395256,-121.438249,others,WAY
ELK GROVE,4,3,2724,Residential,Mon May 19 00:00:00 EDT 2008,274425,38.380089,-121.428186,others,CT
SACRAMENTO,3,2,1468,Residential,Mon May 19 00:00:00 EDT 2008,275336,38.476932,-121.378349,SACRAMENTO,DR
SACRAMENTO,4,3,2550,Residential,Mon May 19 00:00:00 EDT 2008,277980,38.666074,-121.509743,SACRAMENTO,WAY
GALT,4,2,1928,Residential,Mon May 19 00:00:00 EDT 2008,280000,38.285611,-121.293063,others,DR
SACRAMENTO,3,3,1922,Residential,Mon May 19 00:00:00 EDT 2008,284686,38.582818,-121.489096,SACRAMENTO,ST
CITRUS HEIGHTS,3,2,1343,Residential,Mon May 19 00:00:00 EDT 2008,284893,38.715853,-121.317095,others,CT
ROCKLIN,3,2,1510,Residential,Mon May 19 00:00:00 EDT 2008,285000,38.786746,-121.209957,others,CIR
AUBURN,2,2,960,Multi-Family,Mon May 19 00:00:00 EDT 2008,285000,38.939802,-121.054575,others,RD
CARMICHAEL,4,2,1559,Residential,Mon May 19 00:00:00 EDT 2008,285000,38.64913,-121.310667,others,WAY
EL DORADO,3,2,1624,Residential,Mon May 19 00:00:00 EDT 2008,289000,38.673285,-120.879176,others,DR
SACRAMENTO,5,3,2992,Residential,Mon May 19 00:00:00 EDT 2008,295000,38.473162,-121.491085,SACRAMENTO,CT
ELK GROVE,4,2,2109,Residential,Mon May 19 00:00:00 EDT 2008,296000,38.432848,-121.449237,others,AVE
RANCHO CORDOVA,4,2,1524,Residential,Mon May 19 00:00:00 EDT 2008,296056,38.579,-121.292627,others,WAY
SACRAMENTO,3,2,1248,Residential,Mon May 19 00:00:00 EDT 2008,297359,38.464994,-121.386962,SACRAMENTO,WAY
SACRAMENTO,4,2,1876,Residential,Mon May 19 00:00:00 EDT 2008,299940,38.49254,-121.463316,SACRAMENTO,CIR
RANCHO CORDOVA,4,3,1851,Residential,Mon May 19 00:00:00 EDT 2008,305000,38.57727,-121.285591,others,WAY
SACRAMENTO,4,2,2218,Residential,Mon May 19 00:00:00 EDT 2008,311328,38.68237,-121.539147,SACRAMENTO,CIR
SACRAMENTO,3,2,1394,Residential,Mon May 19 00:00:00 EDT 2008,313138,38.47316,-121.403893,SACRAMENTO,CT
SACRAMENTO,3,2,1410,Residential,Mon May 19 00:00:00 EDT 2008,316630,38.468185,-121.375694,SACRAMENTO,WAY
ELK GROVE,5,3,3468,Residential,Mon May 19 00:00:00 EDT 2008,320000,38.439565,-121.436606,others,WAY
ANTELOPE,5,3,2346,Residential,Mon May 19 00:00:00 EDT 2008,320000,38.707705,-121.354153,others,DR
ANTELOPE,5,3,2347,Residential,Mon May 19 00:00:00 EDT 2008,325000,38.709299,-121.353056,others,DR
SACRAMENTO,4,2,1659,Residential,Mon May 19 00:00:00 EDT 2008,328578,38.638764,-121.531827,SACRAMENTO,CIR
ELK GROVE,3,3,2442,Residential,Mon May 19 00:00:00 EDT 2008,331000,38.406758,-121.431669,others,CT
SACRAMENTO,4,2,2155,Residential,Mon May 19 00:00:00 EDT 2008,340000,38.606906,-121.54132,SACRAMENTO,CT
SACRAMENTO,3,2,1810,Residential,Mon May 19 00:00:00 EDT 2008,345746,38.475433,-121.372584,SACRAMENTO,WAY
ELK GROVE,4,2,2789,Residential,Mon May 19 00:00:00 EDT 2008,351000,38.388129,-121.43117,others,WAY
GALT,4,2,1606,Residential,Mon May 19 00:00:00 EDT 2008,353767,38.2535,-121.31812,others,ST
SACRAMENTO,4,2,2166,Residential,Mon May 19 00:00:00 EDT 2008,356035,38.68318,-121.53484,SACRAMENTO,CIR
SACRAMENTO,4,2,1871,Residential,Mon May 19 00:00:00 EDT 2008,360552,38.672966,-121.502748,SACRAMENTO,WAY
SACRAMENTO,3,2,1800,Residential,Mon May 19 00:00:00 EDT 2008,362305,38.67342,-121.508542,SACRAMENTO,WAY
SACRAMENTO,3,1,1683,Residential,Mon May 19 00:00:00 EDT 2008,365000,38.553596,-121.459483,SACRAMENTO,WAY
ROCKLIN,2,2,1596,Residential,Mon May 19 00:00:00 EDT 2008,370000,38.837006,-121.232024,others,DR
ELK GROVE,3,2,1179,Residential,Mon May 19 00:00:00 EDT 2008,378000,38.390328,-121.448022,others,CT
SACRAMENTO,3,1,1639,Residential,Mon May 19 00:00:00 EDT 2008,388000,38.541735,-121.480098,SACRAMENTO,DR
RANCHO CORDOVA,5,3,3281,Residential,Mon May 19 00:00:00 EDT 2008,395100,38.551083,-121.237476,others,WAY
SACRAMENTO,3,2,1697,Residential,Mon May 19 00:00:00 EDT 2008,400000,38.574894,-121.435806,SACRAMENTO,WAY
ANTELOPE,4,3,2085,Residential,Mon May 19 00:00:00 EDT 2008,408431,38.727649,-121.385656,others,WAY
SACRAMENTO,4,2,1744,Multi-Family,Mon May 19 00:00:00 EDT 2008,416767,38.622359,-121.457582,SACRAMENTO,DR
FOLSOM,4,3,1939,Residential,Mon May 19 00:00:00 EDT 2008,423000,38.66695,-121.120729,others,CIR
SACRAMENTO,2,3,1788,Residential,Mon May 19 00:00:00 EDT 2008,427500,38.571943,-121.492106,SACRAMENTO,AVE
ROCKLIN,3,2,1691,Residential,Mon May 19 00:00:00 EDT 2008,430922,38.82553,-121.254698,others,RD
ELK GROVE,4,2,2002,Residential,Mon May 19 00:00:00 EDT 2008,445000,38.411258,-121.431348,others,WAY
ELK GROVE,4,4,4303,Residential,Mon May 19 00:00:00 EDT 2008,450000,38.399436,-121.444041,others,DR
SACRAMENTO,5,3,4246,Residential,Mon May 19 00:00:00 EDT 2008,452000,38.628955,-121.529269,SACRAMENTO,WAY
ROSEVILLE,3,2,2274,Residential,Mon May 19 00:00:00 EDT 2008,470000,38.73988,-121.248929,others,CT
ORANGEVALE,4,4,3056,Residential,Mon May 19 00:00:00 EDT 2008,475000,38.693041,-121.23294,others,LN
ELK GROVE,3,3,2503,Residential,Mon May 19 00:00:00 EDT 2008,484500,38.409689,-121.446059,others,LN
FOLSOM,3,2,1905,Residential,Mon May 19 00:00:00 EDT 2008,500000,38.69435,-121.177259,others,CT
PENRYN,3,2,1320,Residential,Mon May 19 00:00:00 EDT 2008,506688,38.862708,-121.162092,others,LN
GOLD RIVER,4,2,3037,Residential,Mon May 19 00:00:00 EDT 2008,528000,38.629299,-121.249021,others,CIR
WILTON,5,2,3741,Residential,Mon May 19 00:00:00 EDT 2008,579093,38.416809,-121.240628,others,RD
FOLSOM,4,3,2660,Residential,Mon May 19 00:00:00 EDT 2008,636000,38.684459,-121.145935,others,CT
CARMICHAEL,4,3,3357,Residential,Mon May 19 00:00:00 EDT 2008,668365,38.63558,-121.353639,others,DR
GRANITE BAY,5,3,2896,Residential,Mon May 19 00:00:00 EDT 2008,676200,38.723545,-121.216025,others,LN
PLACERVILLE,3,2,2025,Residential,Mon May 19 00:00:00 EDT 2008,677048,38.737452,-120.910963,others,DR
WILTON,5,3,3788,Residential,Mon May 19 00:00:00 EDT 2008,691659,38.413535,-121.188211,others,DR
GRANITE BAY,5,3,3670,Residential,Mon May 19 00:00:00 EDT 2008,760000,38.779435,-121.146676,others,CIR
CITRUS HEIGHTS,3,2,1166,Residential,Fri May 16 00:00:00 EDT 2008,30000,38.715322,-121.314787,others,WAY
SACRAMENTO,2,1,838,Residential,Fri May 16 00:00:00 EDT 2008,55422,38.471646,-121.435158,SACRAMENTO,CT
NORTH HIGHLANDS,2,1,904,Residential,Fri May 16 00:00:00 EDT 2008,63000,38.672642,-121.380343,others,WAY
SACRAMENTO,2,1,1032,Residential,Fri May 16 00:00:00 EDT 2008,65000,38.608085,-121.449651,SACRAMENTO,ST
SACRAMENTO,2,1,904,Residential,Fri May 16 00:00:00 EDT 2008,65000,38.636833,-121.44164,SACRAMENTO,ST
SACRAMENTO,2,1,1080,Residential,Fri May 16 00:00:00 EDT 2008,65000,38.544162,-121.460652,SACRAMENTO,ST
SACRAMENTO,2,2,990,Residential,Fri May 16 00:00:00 EDT 2008,66500,38.493504,-121.475304,SACRAMENTO,CIR
SACRAMENTO,2,1,900,Residential,Fri May 16 00:00:00 EDT 2008,71000,38.636877,-121.444948,SACRAMENTO,ST
SACRAMENTO,2,1,861,Residential,Fri May 16 00:00:00 EDT 2008,75000,38.521202,-121.428146,SACRAMENTO,ST
SACRAMENTO,2,1,906,Condo,Fri May 16 00:00:00 EDT 2008,77000,38.459002,-121.428794,SACRAMENTO,PKWY
SACRAMENTO,2,1,1011,Residential,Fri May 16 00:00:00 EDT 2008,85000,38.6238,-121.439872,SACRAMENTO,AVE
SACRAMENTO,3,2,1089,Residential,Fri May 16 00:00:00 EDT 2008,95625,38.466938,-121.455631,SACRAMENTO,WAY
SACRAMENTO,2,1,832,Residential,Fri May 16 00:00:00 EDT 2008,96140,38.62391,-121.439208,SACRAMENTO,ST
SACRAMENTO,2,1,800,Condo,Fri May 16 00:00:00 EDT 2008,104250,38.517029,-121.513809,SACRAMENTO,DR
SACRAMENTO,4,2,1292,Residential,Fri May 16 00:00:00 EDT 2008,105000,38.679598,-121.356035,SACRAMENTO,DR
SACRAMENTO,2,1,810,Residential,Fri May 16 00:00:00 EDT 2008,108000,38.520319,-121.504727,SACRAMENTO,ST
SACRAMENTO,4,2,1064,Residential,Fri May 16 00:00:00 EDT 2008,109000,38.635232,-121.460098,SACRAMENTO,CIR
RANCHO CORDOVA,2,1,911,Residential,Fri May 16 00:00:00 EDT 2008,115000,38.610852,-121.273278,others,DR
SACRAMENTO,1,1,846,Condo,Fri May 16 00:00:00 EDT 2008,115000,38.658812,-121.542345,SACRAMENTO,PKWY
SACRAMENTO,3,2,1320,Residential,Fri May 16 00:00:00 EDT 2008,115500,38.563402,-121.327747,SACRAMENTO,ST
SACRAMENTO,3,2,1410,Residential,Fri May 16 00:00:00 EDT 2008,115620,38.660173,-121.440216,SACRAMENTO,AVE
RANCHO CORDOVA,3,2,1115,Residential,Fri May 16 00:00:00 EDT 2008,116000,38.59368,-121.316054,others,DR
SACRAMENTO,3,2,1169,Residential,Fri May 16 00:00:00 EDT 2008,122000,38.492177,-121.503392,SACRAMENTO,AVE
SACRAMENTO,3,2,1164,Residential,Fri May 16 00:00:00 EDT 2008,122500,38.491991,-121.477636,SACRAMENTO,ST
SACRAMENTO,4,2,1341,Residential,Fri May 16 00:00:00 EDT 2008,123000,38.481454,-121.446644,SACRAMENTO,CIR
SACRAMENTO,3,2,1219,Residential,Fri May 16 00:00:00 EDT 2008,124000,38.655554,-121.464275,SACRAMENTO,CT
SACRAMENTO,4,2,1127,Residential,Fri May 16 00:00:00 EDT 2008,124000,38.69043,-121.361035,SACRAMENTO,WAY
NORTH HIGHLANDS,3,2,1272,Residential,Fri May 16 00:00:00 EDT 2008,124413,38.686061,-121.369949,others,LN
SACRAMENTO,4,2,1253,Residential,Fri May 16 00:00:00 EDT 2008,125000,38.482717,-121.499683,SACRAMENTO,AVE
SACRAMENTO,3,2,1120,Residential,Fri May 16 00:00:00 EDT 2008,130000,38.477297,-121.411513,SACRAMENTO,WAY
NORTH HIGHLANDS,2,2,1118,Residential,Fri May 16 00:00:00 EDT 2008,131750,38.659016,-121.370457,others,AVE
SACRAMENTO,4,3,1890,Residential,Fri May 16 00:00:00 EDT 2008,137721,38.646541,-121.441139,SACRAMENTO,WAY
SACRAMENTO,3,2,1260,Residential,Fri May 16 00:00:00 EDT 2008,137760,38.623045,-121.486279,SACRAMENTO,WAY
SACRAMENTO,3,2,1400,Residential,Fri May 16 00:00:00 EDT 2008,138000,38.487297,-121.44295,SACRAMENTO,PKWY
SACRAMENTO,3,1,1264,Residential,Fri May 16 00:00:00 EDT 2008,140000,38.619012,-121.415329,SACRAMENTO,AVE
SACRAMENTO,3,1,1060,Residential,Fri May 16 00:00:00 EDT 2008,145000,38.522015,-121.438713,SACRAMENTO,DR
SACRAMENTO,2,2,1132,Residential,Fri May 16 00:00:00 EDT 2008,145000,38.47955,-121.410867,SACRAMENTO,CIR
SACRAMENTO,3,2,1466,Residential,Fri May 16 00:00:00 EDT 2008,150000,38.472117,-121.459589,SACRAMENTO,DR
SACRAMENTO,3,2,1092,Residential,Fri May 16 00:00:00 EDT 2008,150000,38.559641,-121.32316,SACRAMENTO,ST
SACRAMENTO,4,2,1628,Residential,Fri May 16 00:00:00 EDT 2008,151000,38.493484,-121.42035,SACRAMENTO,WAY
SACRAMENTO,3,2,960,Residential,Fri May 16 00:00:00 EDT 2008,155000,38.68747,-121.349234,SACRAMENTO,CT
CITRUS HEIGHTS,3,2,1075,Residential,Fri May 16 00:00:00 EDT 2008,155800,38.695863,-121.300814,others,ST
SACRAMENTO,3,2,1428,Residential,Fri May 16 00:00:00 EDT 2008,156142,38.554927,-121.35521,SACRAMENTO,DR
SACRAMENTO,4,2,1358,Residential,Fri May 16 00:00:00 EDT 2008,158000,38.474854,-121.404726,SACRAMENTO,WAY
SACRAMENTO,6,4,2475,Multi-Family,Fri May 16 00:00:00 EDT 2008,159900,38.465271,-121.40426,SACRAMENTO,AVE
CITRUS HEIGHTS,3,2,1410,Residential,Fri May 16 00:00:00 EDT 2008,160000,38.689239,-121.267737,others,WAY
ANTELOPE,3,2,1711,Residential,Fri May 16 00:00:00 EDT 2008,161500,38.70968,-121.382328,others,WAY
SACRAMENTO,4,2,1483,Residential,Fri May 16 00:00:00 EDT 2008,161600,38.536751,-121.359154,SACRAMENTO,WAY
GALT,3,2,1140,Residential,Fri May 16 00:00:00 EDT 2008,162000,38.282047,-121.295812,others,CT
SACRAMENTO,4,2,1549,Residential,Fri May 16 00:00:00 EDT 2008,165000,38.487864,-121.402476,SACRAMENTO,DR
SACRAMENTO,3,2,1410,Residential,Fri May 16 00:00:00 EDT 2008,165000,38.467487,-121.377055,SACRAMENTO,RD
ELK GROVE,3,2,1240,Residential,Fri May 16 00:00:00 EDT 2008,167293,38.434075,-121.432623,others,WAY
SACRAMENTO,5,2,1712,Residential,Fri May 16 00:00:00 EDT 2008,168000,38.677003,-121.354454,SACRAMENTO,WAY
SACRAMENTO,4,2,1580,Residential,Fri May 16 00:00:00 EDT 2008,168000,38.449153,-121.428272,SACRAMENTO,WAY
ANTELOPE,3,2,1669,Residential,Fri May 16 00:00:00 EDT 2008,168750,38.71846,-121.370862,others,WAY
SACRAMENTO,3,1,1029,Residential,Fri May 16 00:00:00 EDT 2008,168750,38.544374,-121.370874,SACRAMENTO,CIR
CITRUS HEIGHTS,3,1,1103,Residential,Fri May 16 00:00:00 EDT 2008,170000,38.71641,-121.306239,others,DR
SACRAMENTO,3,2,2161,Residential,Fri May 16 00:00:00 EDT 2008,170250,38.479343,-121.372553,SACRAMENTO,WAY
SACRAMENTO,3,2,1650,Residential,Fri May 16 00:00:00 EDT 2008,173000,38.466781,-121.450955,SACRAMENTO,DR
POLLOCK PINES,3,1,1320,Residential,Fri May 16 00:00:00 EDT 2008,175000,38.77491,-120.597599,others,RD
SACRAMENTO,3,2,1200,Residential,Fri May 16 00:00:00 EDT 2008,176095,38.553275,-121.346218,SACRAMENTO,WAY
SACRAMENTO,3,2,1170,Residential,Fri May 16 00:00:00 EDT 2008,176250,38.68271,-121.501697,SACRAMENTO,WAY
CITRUS HEIGHTS,3,2,1199,Residential,Fri May 16 00:00:00 EDT 2008,178000,38.70799,-121.302979,others,CT
SACRAMENTO,4,2,1695,Residential,Fri May 16 00:00:00 EDT 2008,179000,38.448452,-121.428536,SACRAMENTO,WAY
RANCHO CORDOVA,3,2,1157,Residential,Fri May 16 00:00:00 EDT 2008,180000,38.60868,-121.27849,others,DR
SACRAMENTO,3,2,1410,Residential,Fri May 16 00:00:00 EDT 2008,180000,38.646206,-121.442767,SACRAMENTO,WAY
ROSEVILLE,3,2,1174,Residential,Fri May 16 00:00:00 EDT 2008,180000,38.734136,-121.299639,others,ST
SACRAMENTO,3,2,1593,Residential,Fri May 16 00:00:00 EDT 2008,181000,38.44617,-121.427824,SACRAMENTO,CT
RIO LINDA,3,2,1093,Residential,Fri May 16 00:00:00 EDT 2008,182000,38.68279,-121.453509,others,CT
ROSEVILLE,3,2,1770,Residential,Fri May 16 00:00:00 EDT 2008,182587,38.72446,-121.292829,others,DR
SACRAMENTO,4,2,1436,Residential,Fri May 16 00:00:00 EDT 2008,185074,38.48291,-121.491509,SACRAMENTO,WAY
SACRAMENTO,3,2,1124,Residential,Fri May 16 00:00:00 EDT 2008,185833,38.453839,-121.357919,SACRAMENTO,WAY
SACRAMENTO,4,2,1139,Residential,Fri May 16 00:00:00 EDT 2008,186785,38.565322,-121.374251,SACRAMENTO,WAY
SACRAMENTO,3,2,1638,Residential,Fri May 16 00:00:00 EDT 2008,187000,38.476048,-121.494961,SACRAMENTO,WAY
SACRAMENTO,3,2,1328,Residential,Fri May 16 00:00:00 EDT 2008,188335,38.609864,-121.492304,SACRAMENTO,CT
ELK GROVE,3,2,1273,Residential,Fri May 16 00:00:00 EDT 2008,190000,38.431239,-121.44001,others,CT
SACRAMENTO,3,1,1082,Residential,Fri May 16 00:00:00 EDT 2008,190000,38.659434,-121.455236,SACRAMENTO,ST
SACRAMENTO,4,2,1578,Residential,Fri May 16 00:00:00 EDT 2008,190000,38.573917,-121.316916,SACRAMENTO,CT
ROSEVILLE,2,1,796,Residential,Fri May 16 00:00:00 EDT 2008,190000,38.727609,-121.226494,others,AVE
SACRAMENTO,3,2,1386,Residential,Fri May 16 00:00:00 EDT 2008,191250,38.478239,-121.446326,SACRAMENTO,AVE
RANCHO CORDOVA,3,2,1452,Residential,Fri May 16 00:00:00 EDT 2008,193000,38.589925,-121.299059,others,WAY
SACRAMENTO,3,2,1513,Residential,Fri May 16 00:00:00 EDT 2008,193500,38.470494,-121.454162,SACRAMENTO,WAY
SACRAMENTO,4,2,1578,Residential,Fri May 16 00:00:00 EDT 2008,195000,38.693071,-121.332365,SACRAMENTO,DR
CITRUS HEIGHTS,4,3,1736,Residential,Fri May 16 00:00:00 EDT 2008,195000,38.676437,-121.279165,others,WAY
SACRAMENTO,3,1,1473,Residential,Fri May 16 00:00:00 EDT 2008,195000,38.611055,-121.369964,SACRAMENTO,WAY
SACRAMENTO,3,1,1150,Residential,Fri May 16 00:00:00 EDT 2008,198000,38.532725,-121.469078,SACRAMENTO,AVE
SACRAMENTO,3,2,1127,Residential,Fri May 16 00:00:00 EDT 2008,199900,38.618019,-121.510215,SACRAMENTO,DR
FAIR OAKS,3,1,1144,Residential,Fri May 16 00:00:00 EDT 2008,200000,38.66424,-121.303675,others,CT
CARMICHAEL,3,1,972,Residential,Fri May 16 00:00:00 EDT 2008,201000,38.622634,-121.330846,others,AVE
ELK GROVE,4,2,2306,Residential,Fri May 16 00:00:00 EDT 2008,204918,38.42139,-121.411339,others,WAY
ANTELOPE,3,2,1479,Residential,Fri May 16 00:00:00 EDT 2008,205000,38.724083,-121.3584,others,WAY
EL DORADO,2,1,1040,Residential,Fri May 16 00:00:00 EDT 2008,205000,38.678758,-120.844118,others,ST
SACRAMENTO,3,2,1430,Residential,Fri May 16 00:00:00 EDT 2008,205878,38.641727,-121.412703,SACRAMENTO,WAY
SACRAMENTO,4,2,1800,Residential,Fri May 16 00:00:00 EDT 2008,207000,38.47723,-121.492568,SACRAMENTO,WAY
ANTELOPE,4,2,1953,Residential,Fri May 16 00:00:00 EDT 2008,207744,38.71174,-121.342675,others,WAY
SACRAMENTO,3,2,1120,Residential,Fri May 16 00:00:00 EDT 2008,209000,38.681952,-121.505009,SACRAMENTO,DR
SACRAMENTO,3,2,1232,Residential,Fri May 16 00:00:00 EDT 2008,210000,38.640807,-121.533522,SACRAMENTO,CIR
ELK GROVE,4,2,2329,Residential,Fri May 16 00:00:00 EDT 2008,213750,38.449651,-121.414704,others,ST
ELK GROVE,3,2,1351,Residential,Fri May 16 00:00:00 EDT 2008,215000,38.410561,-121.404327,others,LN
ROSEVILLE,4,1,1376,Residential,Fri May 16 00:00:00 EDT 2008,215000,38.736392,-121.2664,others,CIR
DIAMOND SPRINGS,3,2,1300,Residential,Fri May 16 00:00:00 EDT 2008,216033,38.688255,-120.810235,others,DR
SACRAMENTO,4,2,1566,Residential,Fri May 16 00:00:00 EDT 2008,220000,38.593598,-121.403637,SACRAMENTO,WAY
SACRAMENTO,2,1,1115,Residential,Fri May 16 00:00:00 EDT 2008,220000,38.557433,-121.47034,SACRAMENTO,ST
SACRAMENTO,2,1,1032,Residential,Fri May 16 00:00:00 EDT 2008,220000,38.556818,-121.490669,SACRAMENTO,AVE
CITRUS HEIGHTS,4,2,1419,Residential,Fri May 16 00:00:00 EDT 2008,220000,38.698058,-121.294893,others,DR
ELK GROVE,3,2,1261,Residential,Fri May 16 00:00:00 EDT 2008,220000,38.404888,-121.443998,others,WAY
CARMICHAEL,2,2,1637,Residential,Fri May 16 00:00:00 EDT 2008,220702,38.63173,-121.335286,others,RD
SACRAMENTO,4,2,1776,Multi-Family,Fri May 16 00:00:00 EDT 2008,221250,38.585291,-121.406824,SACRAMENTO,RD
ELK GROVE,3,2,1338,Residential,Fri May 16 00:00:00 EDT 2008,222000,38.423913,-121.439115,others,WAY
ELK GROVE,5,2,2254,Residential,Fri May 16 00:00:00 EDT 2008,222750,38.421713,-121.345191,others,WAY
SACRAMENTO,3,2,1441,Residential,Fri May 16 00:00:00 EDT 2008,225000,38.638882,-121.531883,SACRAMENTO,CIR
SACRAMENTO,4,2,1991,Residential,Fri May 16 00:00:00 EDT 2008,225000,38.650729,-121.466483,SACRAMENTO,AVE
SACRAMENTO,4,3,2126,Residential,Fri May 16 00:00:00 EDT 2008,228750,38.459524,-121.3501,SACRAMENTO,WAY
ELK GROVE,3,2,1094,Residential,Fri May 16 00:00:00 EDT 2008,229000,38.443184,-121.364388,others,CIR
ROCKLIN,3,2,1462,Residential,Fri May 16 00:00:00 EDT 2008,230095,38.798028,-121.235364,others,WAY
SACRAMENTO,5,3,2258,Residential,Fri May 16 00:00:00 EDT 2008,232500,38.639891,-121.537603,SACRAMENTO,CIR
RANCHO CORDOVA,3,2,1074,Residential,Fri May 16 00:00:00 EDT 2008,233000,38.59675,-121.312716,others,ST
ELK GROVE,4,2,2111,Residential,Fri May 16 00:00:00 EDT 2008,233500,38.38751,-121.370276,others,CT
SACRAMENTO,3,2,1686,Residential,Fri May 16 00:00:00 EDT 2008,239000,38.671556,-121.520916,SACRAMENTO,WAY
