city,beds,baths,sq__ft,type,sale_date,price,latitude,longitude,city_bi,street_t
ANTELOPE,4,3,1915,Residential,Fri May 16 00:00:00 EDT 2008,240000,38.706209,-121.369509,others,DR
ELK GROVE,4,2,2367,Residential,Fri May 16 00:00:00 EDT 2008,240000,38.420637,-121.375798,others,WAY
SACRAMENTO,3,2,1962,Residential,Fri May 16 00:00:00 EDT 2008,240971,38.443305,-121.435296,SACRAMENTO,CT
RANCHO CORDOVA,2,2,1406,Residential,Fri May 16 00:00:00 EDT 2008,242000,38.625932,-121.271517,others,CT
SACRAMENTO,3,2,1789,Residential,Fri May 16 00:00:00 EDT 2008,243450,38.455753,-121.349273,SACRAMENTO,WAY
SACRAMENTO,4,2,1876,Residential,Fri May 16 00:00:00 EDT 2008,243500,38.674226,-121.525497,SACRAMENTO,CT
ANTELOPE,3,2,1235,Residential,Fri May 16 00:00:00 EDT 2008,246544,38.720767,-121.376678,others,DR
ANTELOPE,4,2,2504,Residential,Fri May 16 00:00:00 EDT 2008,246750,38.70884,-121.359559,others,DR
CARMICHAEL,3,2,1676,Residential,Fri May 16 00:00:00 EDT 2008,247000,38.657267,-121.310352,others,ST
CITRUS HEIGHTS,3,2,1367,Residential,Fri May 16 00:00:00 EDT 2008,249000,38.708966,-121.32467,others,CT
ELK GROVE,4,3,1899,Residential,Fri May 16 00:00:00 EDT 2008,249000,38.422241,-121.458022,others,WAY
ELK GROVE,3,2,1636,Residential,Fri May 16 00:00:00 EDT 2008,250000,38.428852,-121.415628,others,DR
SACRAMENTO,3,2,1828,Residential,Fri May 16 00:00:00 EDT 2008,250000,38.627698,-121.369698,SACRAMENTO,CT
SACRAMENTO,4,2,1438,Residential,Fri May 16 00:00:00 EDT 2008,252000,38.555633,-121.350691,SACRAMENTO,WAY
ELK GROVE,3,2,1451,Residential,Fri May 16 00:00:00 EDT 2008,255000,38.442845,-121.373272,others,WAY
SACRAMENTO,3,1,1520,Residential,Fri May 16 00:00:00 EDT 2008,255000,38.599449,-121.400305,SACRAMENTO,PL
ROSEVILLE,3,2,1506,Residential,Fri May 16 00:00:00 EDT 2008,255000,38.776649,-121.339589,others,others
SACRAMENTO,4,2,2605,Residential,Fri May 16 00:00:00 EDT 2008,257200,38.675594,-121.515878,SACRAMENTO,CIR
ORANGEVALE,3,2,1196,Residential,Fri May 16 00:00:00 EDT 2008,260000,38.679409,-121.219107,others,WAY
LINCOLN,3,2,1621,Residential,Fri May 16 00:00:00 EDT 2008,260000,38.89918,-121.322514,others,LN
SACRAMENTO,3,2,1811,Residential,Fri May 16 00:00:00 EDT 2008,263500,38.679191,-121.537622,SACRAMENTO,WAY
ELK GROVE,3,2,1540,Residential,Fri May 16 00:00:00 EDT 2008,266510,38.387708,-121.436522,others,WAY
ELK GROVE,3,2,1543,Residential,Fri May 16 00:00:00 EDT 2008,275000,38.397455,-121.468391,others,CIR
SACRAMENTO,5,3,2494,Residential,Fri May 16 00:00:00 EDT 2008,276000,38.663728,-121.525833,SACRAMENTO,WAY
LINCOLN,3,2,1650,Residential,Fri May 16 00:00:00 EDT 2008,276500,38.844116,-121.274806,others,DR
GALT,4,3,2214,Residential,Fri May 16 00:00:00 EDT 2008,278000,38.258976,-121.321266,others,DR
SACRAMENTO,5,3,2280,Residential,Fri May 16 00:00:00 EDT 2008,279000,38.667332,-121.528276,SACRAMENTO,WAY
CARMICHAEL,3,2,1443,Residential,Fri May 16 00:00:00 EDT 2008,280000,38.66266,-121.316858,others,WAY
CITRUS HEIGHTS,4,2,1582,Residential,Fri May 16 00:00:00 EDT 2008,280000,38.691393,-121.305215,others,WAY
ELK GROVE,3,2,1857,Residential,Fri May 16 00:00:00 EDT 2008,285000,38.397923,-121.450219,others,WAY
ELK GROVE,3,2,1735,Residential,Fri May 16 00:00:00 EDT 2008,288000,38.417191,-121.473897,others,DR
ELK GROVE,4,3,2096,Residential,Fri May 16 00:00:00 EDT 2008,289000,38.391085,-121.347231,others,CT
SACRAMENTO,3,2,1720,Residential,Fri May 16 00:00:00 EDT 2008,290000,38.567865,-121.410699,SACRAMENTO,DR
ANTELOPE,4,2,2160,Residential,Fri May 16 00:00:00 EDT 2008,290000,38.704554,-121.354753,others,CT
SACRAMENTO,4,2,1382,Residential,Fri May 16 00:00:00 EDT 2008,293996,38.644927,-121.43054,SACRAMENTO,AVE
ELK GROVE,4,2,1721,Residential,Fri May 16 00:00:00 EDT 2008,294173,38.450548,-121.363002,others,CT
LOOMIS,4,2,1328,Residential,Fri May 16 00:00:00 EDT 2008,295000,38.825096,-121.198432,others,RD
ELK GROVE,4,2,1982,Residential,Fri May 16 00:00:00 EDT 2008,298000,38.422221,-121.375799,others,WAY
SACRAMENTO,2,1,1144,Residential,Fri May 16 00:00:00 EDT 2008,299000,38.556844,-121.490769,SACRAMENTO,AVE
SACRAMENTO,2,2,1623,Residential,Fri May 16 00:00:00 EDT 2008,300000,38.567795,-121.410703,SACRAMENTO,DR
COOL,3,2,1457,Residential,Fri May 16 00:00:00 EDT 2008,300000,38.905927,-120.975169,others,others
ELK GROVE,6,3,2555,Residential,Fri May 16 00:00:00 EDT 2008,300000,38.404505,-121.346938,others,WAY
ROCKLIN,3,2,1577,Residential,Fri May 16 00:00:00 EDT 2008,300567,38.800539,-121.260979,others,DR
ELK GROVE,5,3,2592,Residential,Fri May 16 00:00:00 EDT 2008,303000,38.38912,-121.434389,others,DR
CITRUS HEIGHTS,3,2,1401,Residential,Fri May 16 00:00:00 EDT 2008,305000,38.715493,-121.26293,others,WAY
CARMICHAEL,3,2,1502,Residential,Fri May 16 00:00:00 EDT 2008,310000,38.618369,-121.326187,others,AVE
FOLSOM,3,2,1327,Residential,Fri May 16 00:00:00 EDT 2008,310000,38.651617,-121.131674,others,WAY
ROSEVILLE,4,3,1800,Residential,Fri May 16 00:00:00 EDT 2008,310000,38.76349,-121.275881,others,DR
SACRAMENTO,4,2,2169,Residential,Fri May 16 00:00:00 EDT 2008,311518,38.490408,-121.547664,SACRAMENTO,CIR
LINCOLN,5,3,2457,Residential,Fri May 16 00:00:00 EDT 2008,312000,38.844144,-121.274174,others,LN
ORANGEVALE,4,2,2004,Residential,Fri May 16 00:00:00 EDT 2008,315000,38.668289,-121.192316,others,LN
ROSEVILLE,4,3,2212,Residential,Fri May 16 00:00:00 EDT 2008,315000,38.775872,-121.298864,others,DR
ANTELOPE,5,3,3134,Residential,Fri May 16 00:00:00 EDT 2008,315000,38.711927,-121.343608,others,WAY
SACRAMENTO,3,2,1360,Residential,Fri May 16 00:00:00 EDT 2008,315000,38.606569,-121.368424,SACRAMENTO,DR
SACRAMENTO,3,2,1276,Residential,Fri May 16 00:00:00 EDT 2008,320000,38.525115,-121.518689,SACRAMENTO,WAY
SACRAMENTO,4,3,2962,Residential,Fri May 16 00:00:00 EDT 2008,322000,38.64977,-121.53448,SACRAMENTO,WAY
ROCKLIN,4,2,1888,Residential,Fri May 16 00:00:00 EDT 2008,325000,38.82273,-121.26424,others,DR
GALT,3,2,1548,Residential,Fri May 16 00:00:00 EDT 2008,328370,38.290119,-121.286023,others,DR
RANCHO CORDOVA,4,3,2109,Residential,Fri May 16 00:00:00 EDT 2008,330000,38.580545,-121.279016,others,DR
SACRAMENTO,4,2,2484,Residential,Fri May 16 00:00:00 EDT 2008,331200,38.56803,-121.309966,SACRAMENTO,WAY
SACRAMENTO,4,3,2258,Residential,Fri May 16 00:00:00 EDT 2008,332000,38.6354,-121.53499,SACRAMENTO,CIR
SACRAMENTO,3,3,2212,Residential,Fri May 16 00:00:00 EDT 2008,334000,38.674864,-121.4958,SACRAMENTO,CIR
ORANGEVALE,3,2,1616,Residential,Fri May 16 00:00:00 EDT 2008,335000,38.667703,-121.209456,others,CT
SACRAMENTO,4,2,2372,Residential,Fri May 16 00:00:00 EDT 2008,341000,38.66841,-121.494639,SACRAMENTO,WAY
ROCKLIN,5,3,2606,Residential,Fri May 16 00:00:00 EDT 2008,346375,38.807816,-121.270008,others,RD
ELK GROVE,5,3,2877,Residential,Fri May 16 00:00:00 EDT 2008,349000,38.386239,-121.448159,others,WAY
ANTELOPE,3,2,2960,Residential,Fri May 16 00:00:00 EDT 2008,350000,38.709513,-121.359357,others,DR
ROSEVILLE,3,2,2172,Residential,Fri May 16 00:00:00 EDT 2008,350000,38.792461,-121.275711,others,DR
ROSEVILLE,3,2,2100,Condo,Fri May 16 00:00:00 EDT 2008,350000,38.762153,-121.283451,others,others
SACRAMENTO,3,2,1795,Residential,Fri May 16 00:00:00 EDT 2008,351000,38.483212,-121.54019,SACRAMENTO,DR
ROSEVILLE,4,2,2295,Residential,Fri May 16 00:00:00 EDT 2008,360000,38.733985,-121.236766,others,CT
ROSEVILLE,4,3,2577,Residential,Fri May 16 00:00:00 EDT 2008,367463,38.792493,-121.331899,others,WAY
WALNUT GROVE,3,1,1727,Residential,Fri May 16 00:00:00 EDT 2008,380000,38.247659,-121.515129,others,AVE
ELK GROVE,3,2,1485,Residential,Fri May 16 00:00:00 EDT 2008,380578,38.429139,-121.423444,others,CT
CARMICHAEL,3,2,1655,Residential,Fri May 16 00:00:00 EDT 2008,386222,38.629929,-121.323086,others,DR
ROSEVILLE,3,2,2049,Residential,Fri May 16 00:00:00 EDT 2008,395500,38.737872,-121.249025,others,WAY
ELK GROVE,5,3,2875,Residential,Fri May 16 00:00:00 EDT 2008,397000,38.405571,-121.445186,others,CT
EL DORADO HILLS,4,2,2199,Residential,Fri May 16 00:00:00 EDT 2008,400000,38.656299,-121.079783,others,CIR
SACRAMENTO,2,1,1304,Residential,Fri May 16 00:00:00 EDT 2008,413500,38.551611,-121.504437,SACRAMENTO,WAY
CARMICHAEL,3,2,2334,Residential,Fri May 16 00:00:00 EDT 2008,415000,38.634111,-121.353376,others,WAY
AUBURN,4,3,2278,Residential,Fri May 16 00:00:00 EDT 2008,420454,38.935579,-121.079018,others,WAY
SACRAMENTO,3,1,1493,Residential,Fri May 16 00:00:00 EDT 2008,425000,38.579326,-121.44252,SACRAMENTO,WAY
FOLSOM,5,3,2787,Residential,Fri May 16 00:00:00 EDT 2008,441000,38.66051,-121.163689,others,PL
SACRAMENTO,5,3,2824,Residential,Fri May 16 00:00:00 EDT 2008,445000,38.506371,-121.514456,SACRAMENTO,CIR
FOLSOM,4,3,3261,Residential,Fri May 16 00:00:00 EDT 2008,446000,38.673882,-121.105077,others,WAY
SACRAMENTO,4,2,2053,Residential,Fri May 16 00:00:00 EDT 2008,450000,38.621566,-121.370882,SACRAMENTO,WAY
ROSEVILLE,4,3,2379,Residential,Fri May 16 00:00:00 EDT 2008,455000,38.750577,-121.232768,others,LN
FAIR OAKS,3,2,3173,Residential,Fri May 16 00:00:00 EDT 2008,525000,38.650735,-121.258628,others,AVE
SACRAMENTO,3,1,1348,Residential,Fri May 16 00:00:00 EDT 2008,545000,38.588936,-121.373606,SACRAMENTO,WAY
SACRAMENTO,2,1,1252,Residential,Fri May 16 00:00:00 EDT 2008,575000,38.568438,-121.457854,SACRAMENTO,ST
FOLSOM,4,3,3229,Residential,Fri May 16 00:00:00 EDT 2008,575000,38.703962,-121.1871,others,DR
SACRAMENTO,5,4,3863,Residential,Fri May 16 00:00:00 EDT 2008,598695,38.45326,-121.32573,SACRAMENTO,CT
GRANITE BAY,4,3,2356,Residential,Fri May 16 00:00:00 EDT 2008,600000,38.732096,-121.219142,others,CT
ROSEVILLE,5,3,3579,Residential,Fri May 16 00:00:00 EDT 2008,610000,38.78861,-121.339495,others,DR
WILTON,4,3,4400,Residential,Fri May 16 00:00:00 EDT 2008,884790,38.415298,-121.194858,others,CT
SACRAMENTO,4,2,1512,Residential,Thu May 15 00:00:00 EDT 2008,56950,38.488628,-121.387759,SACRAMENTO,LN
SACRAMENTO,1,1,611,Condo,Thu May 15 00:00:00 EDT 2008,60000,38.542419,-121.359904,SACRAMENTO,DR
SACRAMENTO,2,1,876,Residential,Thu May 15 00:00:00 EDT 2008,61000,38.471139,-121.432255,SACRAMENTO,DR
SACRAMENTO,2,1,933,Condo,Thu May 15 00:00:00 EDT 2008,62000,38.670467,-121.359799,SACRAMENTO,BLVD
SACRAMENTO,2,1,864,Residential,Thu May 15 00:00:00 EDT 2008,68566,38.539213,-121.46393,SACRAMENTO,ST
SACRAMENTO,2,1,1011,Residential,Thu May 15 00:00:00 EDT 2008,70000,38.643978,-121.449562,SACRAMENTO,AVE
SACRAMENTO,4,2,1158,Residential,Thu May 15 00:00:00 EDT 2008,80000,38.618716,-121.466327,SACRAMENTO,BLVD
SACRAMENTO,3,2,1092,Residential,Thu May 15 00:00:00 EDT 2008,85500,38.64472,-121.452228,SACRAMENTO,WAY
SACRAMENTO,2,1,956,Condo,Thu May 15 00:00:00 EDT 2008,92000,38.627147,-121.500799,SACRAMENTO,CIR
SACRAMENTO,2,2,1139,Residential,Thu May 15 00:00:00 EDT 2008,93600,38.520469,-121.458606,SACRAMENTO,CT
SACRAMENTO,3,1,1058,Residential,Thu May 15 00:00:00 EDT 2008,95000,38.488238,-121.472561,SACRAMENTO,WAY
SACRAMENTO,3,2,1040,Residential,Thu May 15 00:00:00 EDT 2008,97750,38.628842,-121.446127,SACRAMENTO,BLVD
SACRAMENTO,3,2,1354,Residential,Thu May 15 00:00:00 EDT 2008,104000,38.484374,-121.463157,SACRAMENTO,WAY
NORTH HIGHLANDS,3,1,1051,Residential,Thu May 15 00:00:00 EDT 2008,105000,38.679279,-121.376615,others,WAY
SACRAMENTO,1,1,682,Condo,Thu May 15 00:00:00 EDT 2008,107666,38.578675,-121.409951,SACRAMENTO,LN
SACRAMENTO,3,1,1161,Residential,Thu May 15 00:00:00 EDT 2008,109000,38.511893,-121.457676,SACRAMENTO,AVE
SACRAMENTO,3,1,1004,Residential,Thu May 15 00:00:00 EDT 2008,110000,38.647398,-121.432914,SACRAMENTO,AVE
NORTH HIGHLANDS,3,1,1229,Residential,Thu May 15 00:00:00 EDT 2008,110000,38.669587,-121.379879,others,DR
SACRAMENTO,3,2,1249,Residential,Thu May 15 00:00:00 EDT 2008,112500,38.480126,-121.487869,SACRAMENTO,ST
SACRAMENTO,3,2,1161,Residential,Thu May 15 00:00:00 EDT 2008,114800,38.479593,-121.48434,SACRAMENTO,WAY
SACRAMENTO,3,1,1010,Residential,Thu May 15 00:00:00 EDT 2008,116000,38.465551,-121.42661,SACRAMENTO,WAY
SACRAMENTO,4,2,1462,Residential,Thu May 15 00:00:00 EDT 2008,121500,38.528479,-121.411806,SACRAMENTO,CIR
SACRAMENTO,3,2,1269,Residential,Thu May 15 00:00:00 EDT 2008,122000,38.47709,-121.410569,SACRAMENTO,RD
SACRAMENTO,2,2,1188,Residential,Thu May 15 00:00:00 EDT 2008,123675,38.532359,-121.41167,SACRAMENTO,CIR
SACRAMENTO,4,2,1570,Residential,Thu May 15 00:00:00 EDT 2008,126854,38.631925,-121.427775,SACRAMENTO,ST
SACRAMENTO,3,2,1093,Residential,Thu May 15 00:00:00 EDT 2008,127059,38.546091,-121.457745,SACRAMENTO,ST
SACRAMENTO,3,1,962,Residential,Thu May 15 00:00:00 EDT 2008,128687,38.507339,-121.416267,SACRAMENTO,AVE
SACRAMENTO,3,2,1089,Residential,Thu May 15 00:00:00 EDT 2008,129500,38.466388,-121.458861,SACRAMENTO,WAY
SACRAMENTO,3,2,1127,Residential,Thu May 15 00:00:00 EDT 2008,130000,38.52049,-121.411383,SACRAMENTO,AVE
SACRAMENTO,4,2,1309,Residential,Thu May 15 00:00:00 EDT 2008,131750,38.506382,-121.483574,SACRAMENTO,DR
RIO LINDA,2,1,970,Residential,Thu May 15 00:00:00 EDT 2008,132000,38.695589,-121.444133,others,AVE
SACRAMENTO,3,2,1144,Residential,Thu May 15 00:00:00 EDT 2008,134000,38.462376,-121.426556,SACRAMENTO,CIR
RANCHO CORDOVA,3,1,1000,Residential,Thu May 15 00:00:00 EDT 2008,134000,38.593049,-121.30304,others,WAY
ANTELOPE,3,2,1206,Residential,Thu May 15 00:00:00 EDT 2008,142000,38.706175,-121.379776,others,WAY
SACRAMENTO,3,1,1285,Residential,Thu May 15 00:00:00 EDT 2008,143012,38.603593,-121.417011,SACRAMENTO,WAY
SACRAMENTO,3,2,1543,Residential,Thu May 15 00:00:00 EDT 2008,145846,38.477563,-121.384382,SACRAMENTO,DR
WEST SACRAMENTO,2,1,884,Residential,Thu May 15 00:00:00 EDT 2008,147000,38.563084,-121.535579,others,BLVD
SACRAMENTO,3,1,1019,Residential,Thu May 15 00:00:00 EDT 2008,148750,38.54117,-121.458129,SACRAMENTO,AVE
SACRAMENTO,4,2,1392,Residential,Thu May 15 00:00:00 EDT 2008,150000,38.46654,-121.419029,SACRAMENTO,DR
SACRAMENTO,2,1,924,Condo,Thu May 15 00:00:00 EDT 2008,150454,38.672567,-121.356754,SACRAMENTO,RD
SACRAMENTO,3,2,1217,Residential,Thu May 15 00:00:00 EDT 2008,151087,38.46616,-121.448283,SACRAMENTO,CT
ANTELOPE,3,2,1670,Residential,Thu May 15 00:00:00 EDT 2008,157296,38.725873,-121.35856,others,WAY
SACRAMENTO,3,2,1302,Residential,Thu May 15 00:00:00 EDT 2008,157500,38.473775,-121.493777,SACRAMENTO,WAY
SACRAMENTO,3,2,1488,Residential,Thu May 15 00:00:00 EDT 2008,160000,38.502034,-121.456027,SACRAMENTO,DR
NORTH HIGHLANDS,3,2,1373,Residential,Thu May 15 00:00:00 EDT 2008,160000,38.685361,-121.376938,others,WAY
CITRUS HEIGHTS,4,2,1381,Residential,Thu May 15 00:00:00 EDT 2008,161250,38.717738,-121.308322,others,WAY
SACRAMENTO,3,2,1265,Residential,Thu May 15 00:00:00 EDT 2008,164000,38.462821,-121.433135,SACRAMENTO,WAY
SACRAMENTO,2,1,881,Residential,Thu May 15 00:00:00 EDT 2008,165000,38.556178,-121.476256,SACRAMENTO,WAY
SACRAMENTO,4,2,1608,Residential,Thu May 15 00:00:00 EDT 2008,165750,38.467012,-121.359969,SACRAMENTO,CT
CITRUS HEIGHTS,3,1,1344,Residential,Thu May 15 00:00:00 EDT 2008,166000,38.681554,-121.312934,others,DR
SACRAMENTO,3,2,1202,Residential,Thu May 15 00:00:00 EDT 2008,169000,38.634292,-121.485106,SACRAMENTO,WAY
LINCOLN,3,2,1104,Residential,Thu May 15 00:00:00 EDT 2008,170000,38.893168,-121.305398,others,ST
SACRAMENTO,4,2,1859,Multi-Family,Thu May 15 00:00:00 EDT 2008,170000,38.490606,-121.410173,SACRAMENTO,PL
SACRAMENTO,3,2,1232,Residential,Thu May 15 00:00:00 EDT 2008,170000,38.475853,-121.477039,SACRAMENTO,ST
SACRAMENTO,3,1,1638,Residential,Thu May 15 00:00:00 EDT 2008,170725,38.490822,-121.401643,SACRAMENTO,ST
SACRAMENTO,2,2,1177,Residential,Thu May 15 00:00:00 EDT 2008,171750,38.480859,-121.539745,SACRAMENTO,DR
SACRAMENTO,3,2,1582,Residential,Thu May 15 00:00:00 EDT 2008,172000,38.622794,-121.499173,SACRAMENTO,CT
SACRAMENTO,2,2,904,Residential,Thu May 15 00:00:00 EDT 2008,173056,38.502254,-121.451444,SACRAMENTO,CT
ELK GROVE,3,2,1340,Residential,Thu May 15 00:00:00 EDT 2008,174000,38.433919,-121.422347,others,PL
SACRAMENTO,3,2,1204,Residential,Thu May 15 00:00:00 EDT 2008,174250,38.62457,-121.486913,SACRAMENTO,DR
ELK GROVE,4,2,1477,Residential,Thu May 15 00:00:00 EDT 2008,176850,38.44574,-121.3725,others,CT
SACRAMENTO,4,2,1497,Residential,Thu May 15 00:00:00 EDT 2008,179500,38.45073,-121.427528,SACRAMENTO,CT
FAIR OAKS,3,1,960,Residential,Thu May 15 00:00:00 EDT 2008,185000,38.667254,-121.240708,others,DR
SACRAMENTO,3,2,1428,Residential,Thu May 15 00:00:00 EDT 2008,188700,38.634335,-121.486098,SACRAMENTO,WAY
SACRAMENTO,3,1,1039,Residential,Thu May 15 00:00:00 EDT 2008,189000,38.530144,-121.43749,SACRAMENTO,WAY
FAIR OAKS,3,1,1529,Residential,Thu May 15 00:00:00 EDT 2008,189000,38.66745,-121.2364,others,LN
CITRUS HEIGHTS,4,3,1892,Residential,Thu May 15 00:00:00 EDT 2008,189836,38.699714,-121.311635,others,DR
SACRAMENTO,4,2,1887,Residential,Thu May 15 00:00:00 EDT 2008,190000,38.649258,-121.465308,SACRAMENTO,CT
ORANGEVALE,3,2,1294,Residential,Thu May 15 00:00:00 EDT 2008,191250,38.687006,-121.254319,others,DR
SACRAMENTO,3,2,1638,Residential,Thu May 15 00:00:00 EDT 2008,191675,38.477568,-121.492574,SACRAMENTO,WAY
SACRAMENTO,3,2,1677,Residential,Thu May 15 00:00:00 EDT 2008,195500,38.46734,-121.419843,SACRAMENTO,DR
CITRUS HEIGHTS,3,1,1073,Residential,Thu May 15 00:00:00 EDT 2008,198000,38.700717,-121.3133,others,WAY
SACRAMENTO,3,2,1231,Residential,Thu May 15 00:00:00 EDT 2008,200000,38.651386,-121.45042,SACRAMENTO,DR
ELK GROVE,3,2,1175,Residential,Thu May 15 00:00:00 EDT 2008,200000,38.42442,-121.440357,others,WAY
ELK GROVE,3,2,1416,Residential,Thu May 15 00:00:00 EDT 2008,200000,38.452075,-121.366461,others,WAY
SACRAMENTO,3,2,1358,Residential,Thu May 15 00:00:00 EDT 2008,201528,38.68197,-121.500025,SACRAMENTO,DR
ELK GROVE,4,2,1609,Residential,Thu May 15 00:00:00 EDT 2008,204750,38.438818,-121.37443,others,CT
SACRAMENTO,4,3,1968,Residential,Thu May 15 00:00:00 EDT 2008,205000,38.68607,-121.342369,SACRAMENTO,CIR
SACRAMENTO,2,2,1089,Residential,Thu May 15 00:00:00 EDT 2008,205000,38.555781,-121.485331,SACRAMENTO,AVE
CARMICHAEL,3,2,1296,Residential,Thu May 15 00:00:00 EDT 2008,205900,38.623372,-121.347665,others,WAY
ELK GROVE,2,2,1189,Residential,Thu May 15 00:00:00 EDT 2008,207000,38.424421,-121.443915,others,WAY
SACRAMENTO,2,1,795,Residential,Thu May 15 00:00:00 EDT 2008,207973,38.612694,-121.456669,SACRAMENTO,AVE
ROSEVILLE,3,2,1371,Residential,Thu May 15 00:00:00 EDT 2008,208250,38.737882,-121.308142,others,WAY
NORTH HIGHLANDS,3,1,1310,Residential,Thu May 15 00:00:00 EDT 2008,208318,38.694279,-121.373395,others,WAY
GALT,3,2,1262,Residential,Thu May 15 00:00:00 EDT 2008,209347,38.259708,-121.311616,others,DR
ELK GROVE,4,2,1740,Residential,Thu May 15 00:00:00 EDT 2008,211500,38.444,-121.370993,others,CIR
ANTELOPE,3,2,1517,Residential,Thu May 15 00:00:00 EDT 2008,212000,38.722959,-121.347115,others,WAY
SACRAMENTO,3,2,1450,Residential,Thu May 15 00:00:00 EDT 2008,213000,38.467836,-121.410366,SACRAMENTO,WAY
ELK GROVE,3,2,1416,Residential,Thu May 15 00:00:00 EDT 2008,216000,38.451398,-121.366614,others,CT
SACRAMENTO,3,1,888,Residential,Thu May 15 00:00:00 EDT 2008,216021,38.508217,-121.411207,SACRAMENTO,WAY
CITRUS HEIGHTS,3,2,1882,Residential,Thu May 15 00:00:00 EDT 2008,219000,38.715423,-121.246743,others,RD
ELK GROVE,3,2,1302,Residential,Thu May 15 00:00:00 EDT 2008,219794,38.390893,-121.437821,others,DR
ELK GROVE,3,2,1418,Residential,Thu May 15 00:00:00 EDT 2008,220000,38.424497,-121.426595,others,CIR
CARMICHAEL,4,2,1319,Residential,Thu May 15 00:00:00 EDT 2008,220000,38.665104,-121.315901,others,WAY
GALT,4,2,1770,Residential,Thu May 15 00:00:00 EDT 2008,220000,38.289544,-121.284607,others,CT
SACRAMENTO,4,2,1627,Residential,Thu May 15 00:00:00 EDT 2008,223000,38.69674,-121.350519,SACRAMENTO,CT
SACRAMENTO,3,1,1040,Residential,Thu May 15 00:00:00 EDT 2008,224000,38.629468,-121.376445,SACRAMENTO,DR
NORTH HIGHLANDS,3,1,960,Residential,Thu May 15 00:00:00 EDT 2008,224252,38.70355,-121.375103,others,WAY
ORANGEVALE,3,1,1456,Residential,Thu May 15 00:00:00 EDT 2008,225000,38.703056,-121.235221,others,AVE
ELK GROVE,3,2,1450,Residential,Thu May 15 00:00:00 EDT 2008,228000,38.389756,-121.446246,others,CIR
LINCOLN,3,2,1358,Residential,Thu May 15 00:00:00 EDT 2008,229027,38.897814,-121.324691,others,DR
SACRAMENTO,4,2,1329,Residential,Thu May 15 00:00:00 EDT 2008,229500,38.467936,-121.445477,SACRAMENTO,CT
SACRAMENTO,4,2,1715,Residential,Thu May 15 00:00:00 EDT 2008,230000,38.445342,-121.441504,SACRAMENTO,DR
ELK GROVE,3,2,1262,Residential,Thu May 15 00:00:00 EDT 2008,230000,38.417382,-121.484325,others,WAY
SACRAMENTO,4,3,2280,Residential,Thu May 15 00:00:00 EDT 2008,232425,38.457679,-121.35962,SACRAMENTO,CT
SACRAMENTO,3,2,1477,Residential,Thu May 15 00:00:00 EDT 2008,234000,38.499893,-121.45889,SACRAMENTO,WAY
CITRUS HEIGHTS,3,2,1216,Residential,Thu May 15 00:00:00 EDT 2008,235000,38.708824,-121.256803,others,WAY
ELK GROVE,4,2,1685,Residential,Thu May 15 00:00:00 EDT 2008,235301,38.417,-121.397424,others,WAY
EL DORADO HILLS,3,2,1362,Residential,Thu May 15 00:00:00 EDT 2008,235738,38.655245,-121.075915,others,LN
